Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Akbari Rokn Abadi, S., Hashemi Dijujin, N., Koohi, S.","57208691705; 57221812569; 24473393100","Optical pattern generator for efficient bio-data encoding in a photonic sequence comparison architecture",2021,"PloS one",16,"1",,e0245095,,,,10.1371/journal.pone.0245095,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100280964&partnerID=40&md5=15856b8f81ca5ffcb61e87b6b5170fbe",Article,Final,Open Access,Scopus,2-s2.0-85100280964
"Pinnell, J., Rodríguez-Fajardo, V., Forbes, A.","57209070825; 55659589100; 35607329000","Probing the limits of orbital angular momentum generation and detection with spatial light modulators",2021,"Journal of Optics (United Kingdom)",23,"1", 015602,,,,1,10.1088/2040-8986/abcd02,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099787249&partnerID=40&md5=fa6557548b9359aa8e86b5c09f3bd8e7",Article,Final,,Scopus,2-s2.0-85099787249
"De Vittorio, M., Pisanello, F.","23501214900; 26650126400","Multimode optical fibers for optical neural interfaces",2021,"Advances in Experimental Medicine and Biology",1293,"",,565,583,,,10.1007/978-981-15-8763-4_40,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099332224&partnerID=40&md5=f0942a7f5190f74204ad681043aa6755",Book Chapter,Final,,Scopus,2-s2.0-85099332224
"Zhang, X.-T.","57221484184","Broadband and efficient second harmonic generation in LiNbO<inf>3</inf>-LiTaO<inf>3</inf> composite ridge waveguides at telecom-band",2021,"Chinese Physics B",30,"1", 014205,,,,,10.1088/1674-1056/abb232,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099228530&partnerID=40&md5=5354c5ec577937702d471b521b73bc64",Article,Final,,Scopus,2-s2.0-85099228530
"Kanclerz, P., Yildirim, T.M., Khoramnia, R.","56269913100; 57190174430; 13605192200","A review of late intraocular lens opacifications",2021,"Current opinion in ophthalmology",32,"1",,31,44,,4,10.1097/ICU.0000000000000719,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097570700&partnerID=40&md5=1cd61617c62312ecf9591ac8e766a369",Review,Final,,Scopus,2-s2.0-85097570700
"Miccio, L., Memmolo, P., Merola, F., Mugnano, M., Ferraro, P.","15835343900; 24478818300; 25522440300; 56247210000; 56140449800","Optobiology: Live cells in optics and photonics",2021,"JPhys Photonics",3,"1", 012003,,,,1,10.1088/2515-7647/abac19,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097070019&partnerID=40&md5=cce03c259df9c78e80fabef2efb2e6b3",Review,Final,Open Access,Scopus,2-s2.0-85097070019
"Abujetas, D.R., Barreda, Á., Moreno, F., Litman, A., Geffrin, J.-M., Sánchez-Gil, J.A.","55640228600; 56188994200; 56251147800; 55880097600; 55905332500; 7004276781","High-Q Transparency Band in All-Dielectric Metasurfaces Induced by a Quasi Bound State in the Continuum",2021,"Laser and Photonics Reviews",15,"1", 2000263,,,,3,10.1002/lpor.202000263,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097027853&partnerID=40&md5=d3a74ac63e80aa577576e678cea1f660",Article,Final,Open Access,Scopus,2-s2.0-85097027853
"Kotz, F., Helmer, D., Rapp, B.E.","56556904300; 56643027500; 15770227400","3d printing of transparent glasses",2021,"Springer Series in Optical Sciences",233,"",,169,184,,,10.1007/978-3-030-58960-8_4,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096565715&partnerID=40&md5=66ce9d7eef1fa164b8a4b54f4b7f6427",Book Chapter,Final,,Scopus,2-s2.0-85096565715
"Fathi, F., Rashidi, M.-R., Pakchin, P.S., Ahmadi-Kandjani, S., Nikniazi, A.","57190049523; 7006243855; 57192012946; 10139942100; 57198456350","Photonic crystal based biosensors: Emerging inverse opals for biomarker detection",2021,"Talanta",221,"", 121615,,,,6,10.1016/j.talanta.2020.121615,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090419490&partnerID=40&md5=5d881aaf1b88da4ff9e65e85f08584fa",Review,Final,,Scopus,2-s2.0-85090419490
"Ji, J., Liu, Y., Zhang, J., Wu, X., Shao, W., Ma, B., Luo, M.","57210265783; 57188732646; 57207955055; 57189992661; 57210258245; 57189986520; 56431948800","Comparison of six methods for the intraocular lens power calculation in high myopic eyes",2021,"European Journal of Ophthalmology",31,"1",,96,102,,1,10.1177/1120672119889016,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85075336909&partnerID=40&md5=ace6d06061ad407fb9a9d599598d6017",Article,Final,,Scopus,2-s2.0-85075336909
"Squeo, B.M., Ganzer, L., Virgili, T., Pasini, M.","56748047200; 57192391849; 7004138880; 7004656358","BODIPY-Based Molecules, a Platform for Photonic and Solar Cells",2020,"Molecules (Basel, Switzerland)",26,"1",,,,,1,10.3390/molecules26010153,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85099331919&partnerID=40&md5=dbbc6db5ec533f0479595ac050cc9544",Review,Final,Open Access,Scopus,2-s2.0-85099331919
"Liu, W., Li, Z., Cheng, H., Chen, S.","37081056400; 55601250600; 55334233800; 57141099100","Dielectric Resonance-Based Optical Metasurfaces: From Fundamentals to Applications",2020,"iScience",23,"12", 101868,,,,1,10.1016/j.isci.2020.101868,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097476653&partnerID=40&md5=ef425a0eb248b6c126ce7ca027c62f86",Review,Final,Open Access,Scopus,2-s2.0-85097476653
"Das, A., Soltani, N., Agio, M.","57220783914; 57211350730; 6701443857","Focused Gaussian beam in the paraxial approximation",2020,"Optics Letters",45,"24",,6752,6754,,,10.1364/OL.414302,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097597334&partnerID=40&md5=2bcc3c93a6f32acd0a2657f5b309d0d5",Article,Final,,Scopus,2-s2.0-85097597334
"Chulkova, G.M., Petrova, E.B.","6701631046; 16414397600","To the issue regarding the content of the future specialists training in the field of modern optics and photonics",2020,"Journal of Physics: Conference Series",1691,"1", 012038,,,,,10.1088/1742-6596/1691/1/012038,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098767900&partnerID=40&md5=a9026722780cc3b68af87628c8e33b7f",Conference Paper,Final,Open Access,Scopus,2-s2.0-85098767900
"Marcucci, G., Hu, X., Cala, P., Man, W., Pierangeli, D., Conti, C., Chen, Z.","56783823300; 55496165300; 56311353400; 8939001800; 55968627000; 7202440582; 57218092474","Anisotropic Optical Shock Waves in Isotropic Media with Giant Nonlocal Nonlinearity",2020,"Physical Review Letters",125,"24", 243902,,,,1,10.1103/PhysRevLett.125.243902,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098156335&partnerID=40&md5=c72ed5ebb3e42676e61377255b3759ae",Article,Final,,Scopus,2-s2.0-85098156335
"Li, Q., Moille, G., Taheri, H., Adibi, A., Srinivasan, K.","55547138497; 55580477600; 56354881800; 57203032435; 7202489683","Improved coupled-mode theory for high-index-contrast photonic platforms",2020,"Physical Review A",102,"6", 063506,,,,,10.1103/PhysRevA.102.063506,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097578978&partnerID=40&md5=45febf4ef97a03fb35bb4acd272c83e7",Article,Final,,Scopus,2-s2.0-85097578978
"Wetzstein, G., Ozcan, A., Gigan, S., Fan, S., Englund, D., Soljačić, M., Denz, C., Miller, D.A.B., Psaltis, D.","24462821700; 7005667692; 14022655900; 57216999243; 8534954700; 7004342424; 7006219389; 7407284842; 57212336062","Inference in artificial intelligence with deep optics and photonics",2020,"Nature",588,"7836",,39,47,,13,10.1038/s41586-020-2973-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097030572&partnerID=40&md5=a2d5cdd0ea274cf926410e1fb9785ed5",Review,Final,,Scopus,2-s2.0-85097030572
"Blasco, E., Maruo, S., Xu, X., Wegener, M.","55184123200; 7006775703; 57219791484; 9333110800","3D printing enabled by light and enabling the manipulation of light: Feature issue introduction",2020,"Optical Materials Express",10,"12",,3414,3416,,,10.1364/OME.415864,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85106270808&partnerID=40&md5=7621561c05c9be8bbbb9f1af3af6925b",Article,Final,Open Access,Scopus,2-s2.0-85106270808
"Ball, P.","57194330878","Physicists in China challenge Google's 'quantum advantage'",2020,"Nature",588,"7838",,380,,,2,10.1038/d41586-020-03434-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85098602300&partnerID=40&md5=eee00008eaf3c42142a8a1794606b0ee",Note,Final,,Scopus,2-s2.0-85098602300
"Saeed, M.H., Zhang, S., Cao, Y., Zhou, L., Hu, J., Muhammad, I., Xiao, J., Zhang, L., Yang, H.","57209220558; 57201553002; 57208236908; 57221060113; 57220151291; 57205738672; 16317978400; 8963883800; 35243644000","Recent advances in the polymer dispersed liquid crystal composite and its applications",2020,"Molecules",25,"23", 5510,,,,3,10.3390/molecules25235510,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85097034389&partnerID=40&md5=3d980b5239a6ed688d6b45b467797d67",Review,Final,Open Access,Scopus,2-s2.0-85097034389
"Armstrong, R.E., Horáček, M., Zijlstra, P.","57199994643; 57199996843; 56002419100","Plasmonic Assemblies for Real-Time Single-Molecule Biosensing",2020,"Small",16,"52", 2003934,,,,1,10.1002/smll.202003934,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096928290&partnerID=40&md5=665472b83140c4a573533868cf5562b8",Review,Final,Open Access,Scopus,2-s2.0-85096928290
"Ramya Menon, P., Shekhar, M., Sankarananthan R., Agarwal, N., Dhanya, C.A., Wijesinghe, H.K.","57220211908; 55319524400; 57219873211; 57220064755; 57220064891; 57211217422","Comparative analysis of predictability and accuracy of American Society of Cataract and Refractive Surgery online calculator with Haigis-L formula in post-myopic laser-assisted in-situ keratomileusis refractive surgery eyes",2020,"Indian Journal of Ophthalmology",68,"12",,2985,2989,,,10.4103/ijo.IJO_2494_20,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096727390&partnerID=40&md5=3e3074f10a1f12561a368c98d05c293b",Article,Final,Open Access,Scopus,2-s2.0-85096727390
"Ti, C., Shen, Y., Ho Thanh, M.-T., Wen, Q., Liu, Y.","55908324400; 57197836234; 57196067756; 8582976500; 55926610300","Reliable and mobile all-fiber modular optical tweezers",2020,"Scientific Reports",10,"1", 20099,,,,,10.1038/s41598-020-77067-1,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096194032&partnerID=40&md5=9ae4cd011b3d32da37657e7d9c06b655",Article,Final,Open Access,Scopus,2-s2.0-85096194032
"Ponsky, J.L., Strong, A.T.","7005760580; 57190749639","A History of Flexible Gastrointestinal Endoscopy",2020,"Surgical Clinics of North America",100,"6",,971,992,,,10.1016/j.suc.2020.08.013,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85094318384&partnerID=40&md5=268af8dd279ebb1256c80631acf65c6b",Review,Final,,Scopus,2-s2.0-85094318384
"Zhong, M.","55942686700","A reconfigurable sandwich structure switchable DNA-based metamaterial",2020,"Scientific Reports",10,"1", 17511,,,,,10.1038/s41598-020-74214-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092591862&partnerID=40&md5=a12ef922ec02e437eb3a3e35567c8002",Article,Final,Open Access,Scopus,2-s2.0-85092591862
"Kho, A.M., Zhang, T., Zhu, J., Merkle, C.W., Srinivasan, V.J.","57200220785; 57198706690; 57194765319; 55926281300; 8601885100","Incoherent excess noise spectrally encodes broadband light sources",2020,"Light: Science and Applications",9,"1", 172,,,,1,10.1038/s41377-020-00404-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85092031949&partnerID=40&md5=115165b9e2a780aac607ea20fb001949",Letter,Final,Open Access,Scopus,2-s2.0-85092031949
"Perotto, S., Biagini, C., Hubarevich, A., Tantussi, F., De Angelis, F.","57192383899; 57195735371; 37050732900; 6506496904; 57203054720","Toward all on chip optical detection in the few molecule regime",2020,"Biosensors and Bioelectronics",169,"", 112600,,,,,10.1016/j.bios.2020.112600,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85091254958&partnerID=40&md5=f763ec4e311fc93763b0f065c87ea055",Article,Final,,Scopus,2-s2.0-85091254958
"Scarangella, A., Soldan, V., Mitov, M.","56386084600; 56681166100; 7003536944","Biomimetic design of iridescent insect cuticles with tailored, self-organized cholesteric patterns",2020,"Nature Communications",11,"1", 4108,,,,2,10.1038/s41467-020-17884-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85089434355&partnerID=40&md5=9623b20761a21a80acc0e2655875c4db",Article,Final,Open Access,Scopus,2-s2.0-85089434355
"Kumar, V., Chopra, A., Bisht, B., Bhalla, V.","57218204570; 36337690900; 57200176950; 7007064687","Colorimetric and electrochemical detection of pathogens in water using silver ions as a unique probe",2020,"Scientific Reports",10,"1", 11986,,,,1,10.1038/s41598-020-68803-8,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85088264513&partnerID=40&md5=4a0e33d369f1bed4329724b818812bc7",Article,Final,Open Access,Scopus,2-s2.0-85088264513
"Chatterjee, A., Cerna Sanchez, J.A., Yamauchi, T., Taupin, V., Couvrette, J., Gorodetsky, A.A.","57202926483; 57217041198; 24529268300; 57217040592; 57217041646; 14522156200","Cephalopod-inspired optical engineering of human cells",2020,"Nature Communications",11,"1", 2708,,,,10,10.1038/s41467-020-16151-6,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085909914&partnerID=40&md5=37064da21ca2a4105d96d409c25bad85",Article,Final,Open Access,Scopus,2-s2.0-85085909914
"Choi, J., Lim, H., Song, W., Cho, H., Kim, H.-Y., Lee, S.-I., Jablonski, P.G.","57209573293; 57209575273; 57202960946; 57216891127; 7410125387; 55307898200; 7005935011","Trails of ants converge or diverge through lens-shaped impediments, resembling principles of optics",2020,"Scientific Reports",10,"1", 8479,,,,,10.1038/s41598-020-65245-0,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85085156441&partnerID=40&md5=2c86cd8504aa6097f2b37042797f9848",Article,Final,Open Access,Scopus,2-s2.0-85085156441
"Robertson, J., Hejda, M., Bueno, J., Hurtado, A.","57193909116; 57216356982; 57193207891; 9639878600","Ultrafast optical integration and pattern classification for neuromorphic photonics based on spiking VCSEL neurons",2020,"Scientific Reports",10,"1", 6098,,,,14,10.1038/s41598-020-62945-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083235094&partnerID=40&md5=f8dc939ea128d8bc431201d889b64bfe",Article,Final,Open Access,Scopus,2-s2.0-85083235094
"Selvaggio, G., Chizhik, A., Nißler, R., Kuhlemann, L., Meyer, D., Vuong, L., Preiß, H., Herrmann, N., Mann, F.A., Lv, Z., Oswald, T.A., Spreinat, A., Erpenbeck, L., Großhans, J., Karius, V., Janshoff, A., Pablo Giraldo, J., Kruss, S.","57209282196; 26039005600; 57207253553; 57215866747; 57194075853; 57211586577; 56437458500; 57194680361; 57194681783; 55734472700; 57195716335; 57211667143; 34067554300; 6603329233; 6602429578; 7004088793; 57215867461; 37087391300","Exfoliated near infrared fluorescent silicate nanosheets for (bio)photonics",2020,"Nature Communications",11,"1", 1495,,,,4,10.1038/s41467-020-15299-5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082147011&partnerID=40&md5=d21a5288aa80ef53e13d85a8b05d996d",Article,Final,Open Access,Scopus,2-s2.0-85082147011
"Jang, M., Ko, H., Hong, J.H., Lee, W.K., Lee, J.-S., Choi, W.","55646571100; 56542475000; 16041990200; 57203567231; 55185325600; 24480373000","Deep tissue space-gated microscopy via acousto-optic interaction",2020,"Nature Communications",11,"1", 710,,,,4,10.1038/s41467-020-14514-7,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079039790&partnerID=40&md5=c4829b3966a866036a08a71c1e6d1648",Article,Final,Open Access,Scopus,2-s2.0-85079039790
"Mora-Castro, R., Hernández-Jiménez, M., Sáenz-Arce, G., Porras-Peñaranda, J., Hanson-Snortum, P., Avendaño-Soto, E.","57211475515; 56034223200; 24345140200; 57214361095; 57211466489; 57210926637","Connecting biology, optics and nanomechanical properties in micro-wasps",2020,"Scientific Reports",10,"1", 1418,,,,,10.1038/s41598-020-58301-2,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85078690851&partnerID=40&md5=6446b4e1341f9cf88d724b9efb636979",Article,Final,Open Access,Scopus,2-s2.0-85078690851
"Zeydan, E.Y., Keskinden, S., Aydınlı, A.","57221913874; 57211678942; 7005432613","Photonic crystal based sensor design | Fotonik Kristal Temelli Sensör Tasarımı",2020,"2020 12th International Conference on Electrical and Electronics Engineering, ELECO 2020",,"", 09317232,131,135,,,10.1109/ELECO51834.2020.00053,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85100574810&partnerID=40&md5=c469b7bfb0c83707563ad14ffc7f7ce9",Conference Paper,Final,,Scopus,2-s2.0-85100574810
"Zhang, Y., Gong, X., Yuan, Z., Wang, W., Chen, Y.-C.","57215825348; 57217856604; 57214334302; 57218307511; 57189644716","DNA self-switchable microlaser",2020,"ACS Nano",14,"11",,16122,16130,,4,10.1021/acsnano.0c08219,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096837734&partnerID=40&md5=269053554f86f7174a14de7137e9d401",Article,Final,,Scopus,2-s2.0-85096837734
"Romano, S., Mangini, M., Penzo, E., Cabrini, S., De Luca, A.C., Rendina, I., Mocella, V., Zito, G.","57203628134; 57220061010; 24482088800; 57203052015; 16315894000; 7004001705; 6602182559; 23768599500","Ultrasensitive surface refractive index imaging based on quasi-bound states in the continuum",2020,"ACS Nano",14,"11",,15417,15427,,5,10.1021/acsnano.0c06050,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85096697369&partnerID=40&md5=ea87aeda48f396dafbb71dab5db825aa",Article,Final,,Scopus,2-s2.0-85096697369
"Konopsky, V., Mitko, T., Aldarov, K., Alieva, E., Basmanov, D., Moskalets, A., Matveeva, A., Morozova, O., Klinov, D.","6603724892; 57211503166; 35319796400; 7005182966; 27367615400; 34875458600; 57196488012; 35974308700; 13805159400","Photonic crystal surface mode imaging for multiplexed and high-throughput label-free biosensing",2020,"Biosensors and Bioelectronics",168,"", 112575,,,,2,10.1016/j.bios.2020.112575,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85090165706&partnerID=40&md5=b6bbafc46f35e2c496c5c8a82f6c5a9a",Article,Final,,Scopus,2-s2.0-85090165706
"Carrillo-Delgado, C., Rodriguez-Silva, A., Hernandez-Garcia, J., Jauregui-Vazquez, D., Estudillo-Ayala, J., Pottiez, O., Martinez-Angulo, J., Gonzalez-Casillas, J., Rojas-Laguna, R.","36092426100; 57220292299; 23103022100; 55184028300; 55995932000; 6701876351; 57188966401; 57217874099; 6603762941","Photodecomposition of uric-acid crystals by using a mode-locked and broadband spectrum Ytterbium fiber ring laser",2020,"Optics Communications",475,"", 126242,,,,,10.1016/j.optcom.2020.126242,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85087769802&partnerID=40&md5=25654bc859439c71a55d154de7e95454",Article,Final,,Scopus,2-s2.0-85087769802
